time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-12-29 8:20:51.9500,-0.052,-0.449,-0.887,0.03,-0.09,-0.03,-0.02,0.02,-0.01
2022-12-29 8:20:51.9600,-0.052,-0.448,-0.891,0.03,-0.1,0.02,-0.01,0.02,-0.01
2022-12-29 8:20:51.9700,-0.05,-0.447,-0.888,0.02,-0.11,0.02,-0.0,0.02,-0.01
2022-12-29 8:20:51.9800,-0.047,-0.447,-0.885,-0.01,-0.11,-0.03,0.01,0.04,-0.02
2022-12-29 8:20:51.9900,-0.047,-0.448,-0.888,-0.01,-0.1,-0.02,0.03,0.04,-0.03
2022-12-29 8:20:52.0000,-0.05,-0.445,-0.887,0.01,-0.13,0.01,0.05,0.03,-0.03
2022-12-29 8:20:52.0100,-0.054,-0.447,-0.881,0.07,-0.12,-0.04,0.06,0.04,-0.04
2022-12-29 8:20:52.0200,-0.053,-0.449,-0.882,0.07,-0.11,-0.07,0.06,0.03,-0.03
2022-12-29 8:20:52.0300,-0.055,-0.449,-0.884,0.08,-0.1,-0.04,0.05,0.03,-0.04
2022-12-29 8:20:52.0400,-0.044,-0.44,-0.898,0.06,-0.14,0.02,0.01,0.02,-0.06
2022-12-29 8:20:52.0500,-0.045,-0.437,-0.902,-0.07,-0.25,0.17,-0.01,-0.01,-0.09
2022-12-29 8:20:52.0600,-0.064,-0.448,-0.889,0.14,-0.15,0.05,0.01,-0.02,-0.07
2022-12-29 8:20:52.0700,-0.057,-0.45,-0.889,0.16,-0.1,0.01,0.04,-0.03,-0.06
2022-12-29 8:20:52.0800,-0.044,-0.448,-0.893,0.02,-0.12,0.04,0.06,-0.02,-0.07
2022-12-29 8:20:52.0900,-0.048,-0.457,-0.894,0.01,-0.08,0.07,0.07,-0.03,-0.08
2022-12-29 8:20:52.1000,-0.049,-0.465,-0.895,0.04,0.01,0.08,0.06,-0.04,-0.08
2022-12-29 8:20:52.1100,-0.046,-0.471,-0.886,0.03,0.06,0.04,0.06,-0.02,-0.06
2022-12-29 8:20:52.1200,-0.039,-0.474,-0.876,-0.03,0.11,-0.08,0.07,-0.01,-0.05
2022-12-29 8:20:52.1300,-0.036,-0.473,-0.875,-0.08,0.1,-0.1,0.08,0.01,-0.04
2022-12-29 8:20:52.1400,-0.036,-0.468,-0.876,-0.08,0.06,-0.1,0.09,0.02,-0.03
2022-12-29 8:20:52.1500,-0.029,-0.46,-0.88,-0.12,-0.02,-0.05,0.08,0.0,-0.02
2022-12-29 8:20:52.1590,-0.024,-0.454,-0.871,-0.19,-0.1,-0.09,0.06,-0.02,-0.02
2022-12-29 8:20:52.1690,-0.022,-0.456,-0.865,-0.21,-0.11,-0.18,0.02,-0.03,-0.03
2022-12-29 8:20:52.1790,-0.022,-0.46,-0.866,-0.23,-0.07,-0.19,-0.03,-0.07,-0.03
2022-12-29 8:20:52.1890,-0.024,-0.465,-0.869,-0.22,-0.02,-0.17,-0.1,-0.13,-0.02
2022-12-29 8:20:52.1990,-0.024,-0.467,-0.87,-0.23,0.03,-0.15,-0.2,-0.19,-0.02
2022-12-29 8:20:52.2090,-0.024,-0.471,-0.873,-0.24,0.07,-0.15,-0.29,-0.21,-0.02
2022-12-29 8:20:52.2190,-0.028,-0.471,-0.878,-0.25,0.14,-0.11,-0.33,-0.24,-0.01
2022-12-29 8:20:52.2290,-0.04,-0.462,-0.876,-0.18,0.1,-0.13,-0.31,-0.24,0.01
2022-12-29 8:20:52.2390,-0.062,-0.455,-0.882,-0.01,0.04,-0.12,-0.25,-0.25,0.04
2022-12-29 8:20:52.2490,-0.058,-0.451,-0.874,0.06,0.01,-0.11,-0.19,-0.19,0.05
2022-12-29 8:20:52.2590,-0.054,-0.451,-0.871,-0.05,0.01,-0.23,-0.14,-0.14,0.04
2022-12-29 8:20:52.2690,-0.061,-0.451,-0.884,0.0,0.02,-0.12,-0.1,-0.08,0.03
2022-12-29 8:20:52.2790,-0.061,-0.448,-0.887,0.03,0.01,-0.07,-0.07,-0.03,0.02
2022-12-29 8:20:52.2890,-0.065,-0.443,-0.889,0.04,-0.03,-0.04,-0.03,-0.01,0.02
2022-12-29 8:20:52.2990,-0.073,-0.442,-0.891,0.12,-0.06,-0.02,-0.01,0.0,0.03
2022-12-29 8:20:52.3090,-0.071,-0.441,-0.89,0.14,-0.07,-0.02,0.0,0.02,0.03
2022-12-29 8:20:52.3190,-0.068,-0.44,-0.887,0.1,-0.08,-0.04,0.0,0.02,0.02
2022-12-29 8:20:52.3290,-0.068,-0.437,-0.884,0.09,-0.1,-0.08,-0.01,0.02,0.01
2022-12-29 8:20:52.3390,-0.071,-0.435,-0.887,0.11,-0.13,-0.08,-0.02,0.02,0.01
2022-12-29 8:20:52.3490,-0.071,-0.437,-0.891,0.13,-0.11,-0.03,-0.02,0.01,0.01
2022-12-29 8:20:52.3590,-0.067,-0.436,-0.887,0.11,-0.11,-0.04,-0.02,0.02,0.01
2022-12-29 8:20:52.3690,-0.063,-0.434,-0.886,0.06,-0.13,-0.07,-0.01,0.03,0.0
2022-12-29 8:20:52.3790,-0.065,-0.433,-0.883,0.07,-0.13,-0.09,0.0,0.03,-0.0
2022-12-29 8:20:52.3890,-0.066,-0.428,-0.892,0.08,-0.17,-0.08,-0.02,0.03,-0.01
2022-12-29 8:20:52.3990,-0.071,-0.429,-0.902,0.13,-0.19,0.1,-0.07,0.01,-0.02
2022-12-29 8:20:52.4090,-0.07,-0.444,-0.874,0.13,-0.08,-0.11,-0.08,0.01,-0.03
2022-12-29 8:20:52.4190,-0.074,-0.443,-0.903,0.15,0.03,-0.13,-0.18,0.06,-0.02
2022-12-29 8:20:52.4290,-0.065,-0.434,-0.913,0.14,-0.08,0.27,-0.23,-0.01,-0.02
2022-12-29 8:20:52.4380,-0.066,-0.427,-0.879,0.03,-0.06,-0.14,-0.26,0.01,-0.0
2022-12-29 8:20:52.4480,-0.088,-0.415,-0.894,0.27,-0.21,-0.08,-0.29,0.07,0.09
2022-12-29 8:20:52.4580,-0.073,-0.423,-0.896,0.25,-0.14,-0.05,-0.29,0.07,0.15
2022-12-29 8:20:52.4680,-0.051,-0.428,-0.903,0.01,-0.06,0.0,-0.26,0.04,0.16
2022-12-29 8:20:52.4780,-0.039,-0.431,-0.904,-0.12,0.0,0.03,-0.22,0.02,0.14
2022-12-29 8:20:52.4880,-0.026,-0.425,-0.891,-0.27,-0.01,-0.05,-0.17,0.03,0.1
2022-12-29 8:20:52.4980,-0.023,-0.426,-0.883,-0.34,-0.03,-0.19,-0.12,0.03,0.05
2022-12-29 8:20:52.5080,-0.022,-0.432,-0.88,-0.34,0.03,-0.22,-0.07,0.03,0.0
2022-12-29 8:20:52.5180,-0.028,-0.44,-0.884,-0.32,0.11,-0.22,-0.01,0.02,-0.03
2022-12-29 8:20:52.5280,-0.042,-0.439,-0.896,-0.19,0.15,-0.12,0.03,0.02,-0.03
2022-12-29 8:20:52.5380,-0.051,-0.431,-0.91,-0.07,0.07,0.02,0.04,0.02,-0.01
2022-12-29 8:20:52.5480,-0.048,-0.426,-0.915,-0.07,0.01,0.12,0.03,0.0,-0.0
2022-12-29 8:20:52.5580,-0.046,-0.427,-0.914,-0.1,-0.01,0.11,0.03,-0.02,0.0
2022-12-29 8:20:52.5680,-0.046,-0.429,-0.918,-0.09,0.01,0.13,0.01,-0.03,0.01
2022-12-29 8:20:52.5780,-0.044,-0.428,-0.914,-0.12,0.02,0.14,0.01,-0.04,0.02
2022-12-29 8:20:52.5880,-0.047,-0.426,-0.898,-0.12,-0.01,0.0,0.04,-0.04,0.03
2022-12-29 8:20:52.5980,-0.052,-0.421,-0.896,-0.08,-0.05,-0.09,0.06,-0.03,0.04
2022-12-29 8:20:52.6080,-0.053,-0.418,-0.894,-0.02,-0.1,-0.04,0.08,-0.02,0.04
2022-12-29 8:20:52.6180,-0.051,-0.419,-0.89,-0.08,-0.11,-0.12,0.1,-0.01,0.03
2022-12-29 8:20:52.6280,-0.06,-0.42,-0.898,0.0,-0.1,-0.06,0.09,-0.01,0.03
2022-12-29 8:20:52.6380,-0.061,-0.417,-0.897,0.04,-0.13,-0.03,0.08,-0.01,0.02
2022-12-29 8:20:52.6480,-0.064,-0.416,-0.892,0.04,-0.15,-0.07,0.07,-0.01,0.01
2022-12-29 8:20:52.6570,-0.067,-0.419,-0.888,0.08,-0.15,-0.11,0.07,-0.01,0.01
2022-12-29 8:20:52.6680,-0.071,-0.422,-0.882,0.12,-0.12,-0.16,0.06,-0.0,0.0
2022-12-29 8:20:52.6780,-0.076,-0.422,-0.882,0.16,-0.11,-0.19,0.05,0.02,-0.0
2022-12-29 8:20:52.6880,-0.076,-0.423,-0.885,0.19,-0.11,-0.16,0.03,0.03,-0.01
2022-12-29 8:20:52.6970,-0.075,-0.422,-0.889,0.18,-0.11,-0.13,0.02,0.03,-0.02
2022-12-29 8:20:52.7070,-0.077,-0.424,-0.897,0.2,-0.11,-0.06,0.0,0.03,-0.02
2022-12-29 8:20:52.7170,-0.073,-0.428,-0.899,0.18,-0.07,-0.01,0.0,0.04,-0.02
2022-12-29 8:20:52.7270,-0.066,-0.429,-0.901,0.13,-0.04,0.0,0.02,0.04,-0.03
2022-12-29 8:20:52.7370,-0.06,-0.427,-0.902,0.07,-0.06,0.03,0.04,0.04,-0.04
2022-12-29 8:20:52.7470,-0.055,-0.425,-0.894,0.02,-0.09,-0.02,0.07,0.06,-0.04
2022-12-29 8:20:52.7570,-0.049,-0.428,-0.888,-0.03,-0.08,-0.1,0.09,0.06,-0.04
2022-12-29 8:20:52.7670,-0.045,-0.432,-0.89,-0.07,-0.05,-0.1,0.08,0.06,-0.04
2022-12-29 8:20:52.7770,-0.043,-0.435,-0.892,-0.1,-0.02,-0.07,0.06,0.06,-0.04
2022-12-29 8:20:52.7870,-0.042,-0.438,-0.891,-0.09,0.0,-0.07,0.02,0.04,-0.04
2022-12-29 8:20:52.7970,-0.04,-0.44,-0.891,-0.11,0.03,-0.09,-0.01,0.02,-0.02
2022-12-29 8:20:52.8070,-0.038,-0.439,-0.895,-0.13,0.04,-0.05,-0.03,-0.0,-0.01
2022-12-29 8:20:52.8170,-0.037,-0.434,-0.896,-0.15,0.0,-0.03,-0.05,-0.02,-0.01
2022-12-29 8:20:52.8270,-0.041,-0.43,-0.895,-0.13,-0.05,-0.04,-0.06,-0.03,-0.0
2022-12-29 8:20:52.8370,-0.045,-0.429,-0.896,-0.09,-0.06,-0.04,-0.06,-0.03,-0.01
2022-12-29 8:20:52.8470,-0.049,-0.427,-0.894,-0.05,-0.07,-0.04,-0.05,-0.02,-0.01
2022-12-29 8:20:52.8570,-0.052,-0.428,-0.892,-0.02,-0.07,-0.08,-0.04,-0.01,-0.01
2022-12-29 8:20:52.8670,-0.054,-0.429,-0.891,0.01,-0.05,-0.09,-0.03,-0.0,-0.01
2022-12-29 8:20:52.8770,-0.054,-0.43,-0.892,0.02,-0.04,-0.09,-0.02,0.02,-0.0
2022-12-29 8:20:52.8870,-0.057,-0.431,-0.896,0.04,-0.03,-0.05,-0.01,0.02,0.0
2022-12-29 8:20:52.8970,-0.054,-0.43,-0.891,0.04,-0.03,-0.07,-0.0,0.03,0.01
2022-12-29 8:20:52.9070,-0.053,-0.428,-0.891,0.02,-0.04,-0.11,0.01,0.04,0.01
2022-12-29 8:20:52.9170,-0.052,-0.424,-0.899,0.02,-0.07,-0.05,0.02,0.04,-0.0
2022-12-29 8:20:52.9270,-0.05,-0.419,-0.903,0.01,-0.13,0.01,0.01,0.03,-0.01
2022-12-29 8:20:52.9360,-0.05,-0.419,-0.901,-0.01,-0.15,0.02,-0.01,0.02,-0.02
2022-12-29 8:20:52.9470,-0.051,-0.425,-0.898,0.0,-0.1,-0.02,-0.02,0.01,-0.02
2022-12-29 8:20:52.9560,-0.053,-0.433,-0.897,0.03,-0.02,-0.03,-0.02,0.02,-0.01
2022-12-29 8:20:52.9670,-0.05,-0.43,-0.898,0.02,0.0,-0.04,-0.0,0.01,-0.0
2022-12-29 8:20:52.9760,-0.049,-0.425,-0.898,-0.01,-0.06,-0.02,0.0,0.01,-0.0
2022-12-29 8:20:52.9870,-0.051,-0.426,-0.893,0.01,-0.08,-0.06,-0.0,0.01,-0.0
2022-12-29 8:20:52.9960,-0.052,-0.43,-0.888,0.02,-0.05,-0.11,-0.02,0.01,-0.01
2022-12-29 8:20:53.0060,-0.054,-0.436,-0.889,0.05,0.02,-0.14,-0.03,0.03,-0.01
2022-12-29 8:20:53.0160,-0.055,-0.439,-0.895,0.06,0.07,-0.08,-0.03,0.05,-0.0
2022-12-29 8:20:53.0260,-0.048,-0.429,-0.902,0.03,0.02,-0.02,-0.02,0.05,-0.0
2022-12-29 8:20:53.0360,-0.042,-0.417,-0.901,-0.04,-0.1,0.02,-0.01,0.03,-0.01
2022-12-29 8:20:53.0460,-0.04,-0.415,-0.89,-0.07,-0.17,-0.08,-0.02,0.02,-0.01
2022-12-29 8:20:53.0560,-0.041,-0.419,-0.891,-0.07,-0.14,-0.12,-0.03,0.02,-0.02
2022-12-29 8:20:53.0660,-0.043,-0.424,-0.896,-0.05,-0.08,-0.08,-0.04,0.02,-0.02
2022-12-29 8:20:53.0760,-0.046,-0.425,-0.901,-0.01,-0.05,-0.02,-0.04,0.02,-0.02
2022-12-29 8:20:53.0860,-0.047,-0.425,-0.902,0.0,-0.05,0.0,-0.02,0.03,-0.01
2022-12-29 8:20:53.0960,-0.045,-0.424,-0.898,0.0,-0.06,-0.03,0.02,0.05,-0.01
2022-12-29 8:20:53.1060,-0.041,-0.424,-0.895,-0.03,-0.07,-0.07,0.04,0.05,-0.01
2022-12-29 8:20:53.1160,-0.043,-0.424,-0.895,-0.03,-0.07,-0.07,0.04,0.06,-0.02
2022-12-29 8:20:53.1260,-0.051,-0.426,-0.899,0.02,-0.06,-0.04,0.01,0.07,-0.03
2022-12-29 8:20:53.1360,-0.049,-0.425,-0.904,0.08,-0.05,0.0,-0.02,0.07,-0.04
2022-12-29 8:20:53.1460,-0.048,-0.422,-0.908,0.06,-0.07,0.04,-0.04,0.05,-0.04
2022-12-29 8:20:53.1560,-0.029,-0.416,-0.914,-0.05,-0.12,0.09,-0.07,0.03,-0.05
2022-12-29 8:20:53.1660,-0.027,-0.417,-0.903,-0.17,-0.13,0.06,-0.07,0.01,-0.05
2022-12-29 8:20:53.1760,-0.036,-0.416,-0.89,-0.08,-0.11,-0.1,-0.05,0.01,-0.04
2022-12-29 8:20:53.1860,-0.037,-0.421,-0.892,-0.04,-0.1,-0.14,-0.03,0.02,-0.03
2022-12-29 8:20:53.1960,-0.035,-0.428,-0.901,-0.06,-0.02,-0.06,-0.01,0.03,-0.02
2022-12-29 8:20:53.2060,-0.039,-0.43,-0.906,-0.04,0.01,0.02,0.01,0.02,-0.01
2022-12-29 8:20:53.2150,-0.042,-0.431,-0.899,0.01,0.02,-0.01,0.04,0.03,-0.0
2022-12-29 8:20:53.2260,-0.039,-0.431,-0.891,0.0,0.02,-0.1,0.06,0.05,0.01
2022-12-29 8:20:53.2350,-0.038,-0.43,-0.885,-0.02,0.01,-0.16,0.08,0.07,0.01
2022-12-29 8:20:53.2450,-0.04,-0.427,-0.885,0.01,-0.02,-0.18,0.08,0.09,0.01
2022-12-29 8:20:53.2550,-0.039,-0.423,-0.892,0.02,-0.05,-0.14,0.06,0.09,-0.0
2022-12-29 8:20:53.2650,-0.037,-0.419,-0.901,0.01,-0.11,-0.04,0.04,0.08,-0.02
2022-12-29 8:20:53.2750,-0.037,-0.419,-0.904,0.01,-0.12,0.01,0.01,0.06,-0.02
2022-12-29 8:20:53.2850,-0.035,-0.42,-0.905,0.0,-0.12,0.03,-0.0,0.02,-0.02
2022-12-29 8:20:53.2950,-0.036,-0.426,-0.903,0.0,-0.08,0.02,-0.0,0.01,-0.01
2022-12-29 8:20:53.3050,-0.035,-0.43,-0.899,0.0,-0.02,-0.03,0.01,0.0,-0.01
2022-12-29 8:20:53.3150,-0.034,-0.433,-0.901,-0.01,0.0,-0.02,0.02,0.0,-0.0
2022-12-29 8:20:53.3250,-0.033,-0.434,-0.904,-0.02,0.02,0.01,0.03,0.0,0.0
2022-12-29 8:20:53.3350,-0.035,-0.436,-0.903,-0.02,0.04,0.01,0.02,-0.0,0.01
2022-12-29 8:20:53.3450,-0.037,-0.436,-0.898,0.0,0.04,-0.01,0.0,-0.01,0.01
2022-12-29 8:20:53.3550,-0.038,-0.435,-0.891,0.02,0.04,-0.09,-0.01,-0.01,0.02
2022-12-29 8:20:53.3650,-0.038,-0.431,-0.887,0.02,0.02,-0.14,-0.03,0.0,0.01
2022-12-29 8:20:53.3750,-0.037,-0.425,-0.887,0.01,-0.04,-0.15,-0.04,0.01,0.01
2022-12-29 8:20:53.3850,-0.037,-0.422,-0.893,0.01,-0.08,-0.12,-0.05,0.02,0.02
2022-12-29 8:20:53.3950,-0.035,-0.422,-0.898,0.0,-0.08,-0.06,-0.04,0.02,0.02
2022-12-29 8:20:53.4050,-0.034,-0.423,-0.9,-0.01,-0.06,-0.03,-0.04,0.03,0.03
2022-12-29 8:20:53.4150,-0.033,-0.423,-0.899,-0.02,-0.06,-0.04,-0.03,0.03,0.04
2022-12-29 8:20:53.4250,-0.033,-0.424,-0.899,-0.02,-0.05,-0.05,-0.03,0.04,0.04
2022-12-29 8:20:53.4350,-0.036,-0.43,-0.897,0.0,-0.01,-0.05,-0.04,0.03,0.05
2022-12-29 8:20:53.4450,-0.042,-0.433,-0.89,0.05,0.04,-0.1,-0.06,0.04,0.05
2022-12-29 8:20:53.4540,-0.047,-0.432,-0.882,0.1,0.06,-0.19,-0.08,0.05,0.04
2022-12-29 8:20:53.4650,-0.06,-0.43,-0.876,0.21,0.05,-0.26,-0.09,0.07,0.05
2022-12-29 8:20:53.4740,-0.037,-0.419,-0.881,0.16,-0.01,-0.27,-0.1,0.1,0.03
2022-12-29 8:20:53.4850,-0.031,-0.41,-0.886,-0.05,-0.11,-0.19,-0.11,0.11,0.01
2022-12-29 8:20:53.4940,-0.029,-0.395,-0.889,0.03,-0.21,-0.2,-0.11,0.11,0.0
2022-12-29 8:20:53.5040,-0.014,-0.389,-0.896,-0.13,-0.34,-0.13,-0.11,0.12,-0.0
2022-12-29 8:20:53.5140,-0.014,-0.4,-0.898,-0.15,-0.25,-0.1,-0.11,0.11,-0.01
2022-12-29 8:20:53.5240,-0.01,-0.406,-0.907,-0.16,-0.16,-0.05,-0.1,0.1,-0.0
2022-12-29 8:20:53.5340,-0.006,-0.411,-0.914,-0.21,-0.11,0.04,-0.08,0.08,0.01
2022-12-29 8:20:53.5440,-0.008,-0.417,-0.918,-0.2,-0.04,0.09,-0.04,0.07,0.03
2022-12-29 8:20:53.5540,-0.008,-0.419,-0.92,-0.19,0.0,0.11,-0.0,0.05,0.03
2022-12-29 8:20:53.5640,-0.014,-0.422,-0.916,-0.15,0.02,0.1,0.03,0.05,0.03
2022-12-29 8:20:53.5740,-0.024,-0.422,-0.909,-0.06,0.03,0.03,0.04,0.06,0.01
2022-12-29 8:20:53.5840,-0.032,-0.42,-0.907,0.03,0.01,-0.01,0.05,0.07,0.0
2022-12-29 8:20:53.5940,-0.037,-0.422,-0.913,0.1,0.01,0.02,0.04,0.06,-0.01
2022-12-29 8:20:53.6040,-0.032,-0.419,-0.921,0.1,0.0,0.1,0.03,0.06,-0.02
2022-12-29 8:20:53.6140,-0.025,-0.411,-0.924,0.04,-0.07,0.15,0.02,0.04,-0.03
2022-12-29 8:20:53.6240,-0.018,-0.404,-0.926,-0.02,-0.14,0.17,0.02,0.02,-0.02
2022-12-29 8:20:53.6340,-0.012,-0.401,-0.929,-0.1,-0.19,0.21,0.03,-0.01,-0.01
2022-12-29 8:20:53.6440,-0.01,-0.4,-0.928,-0.12,-0.2,0.2,0.04,-0.04,-0.01
2022-12-29 8:20:53.6540,-0.011,-0.402,-0.927,-0.13,-0.2,0.2,0.05,-0.06,-0.02
2022-12-29 8:20:53.6640,-0.017,-0.406,-0.921,-0.09,-0.18,0.16,0.06,-0.06,-0.02
2022-12-29 8:20:53.6740,-0.027,-0.411,-0.914,-0.01,-0.14,0.09,0.08,-0.04,-0.04
2022-12-29 8:20:53.6840,-0.029,-0.416,-0.909,0.05,-0.09,0.04,0.11,-0.01,-0.04
2022-12-29 8:20:53.6940,-0.019,-0.419,-0.904,-0.01,-0.06,0.0,0.15,-0.0,-0.03
2022-12-29 8:20:53.7040,-0.012,-0.417,-0.896,-0.1,-0.08,-0.06,0.17,-0.02,-0.02
2022-12-29 8:20:53.7140,-0.013,-0.414,-0.889,-0.13,-0.12,-0.13,0.16,-0.05,-0.02
2022-12-29 8:20:53.7240,-0.025,-0.411,-0.889,-0.05,-0.17,-0.15,0.1,-0.08,-0.05
2022-12-29 8:20:53.7340,-0.033,-0.415,-0.893,0.06,-0.16,-0.13,0.03,-0.07,-0.08
2022-12-29 8:20:53.7440,-0.031,-0.425,-0.898,0.07,-0.08,-0.07,-0.0,-0.07,-0.11
2022-12-29 8:20:53.7530,-0.032,-0.433,-0.9,0.06,0.03,-0.04,-0.0,-0.08,-0.09
2022-12-29 8:20:53.7630,-0.031,-0.43,-0.897,0.06,0.03,-0.06,0.02,-0.08,-0.06
2022-12-29 8:20:53.7730,-0.031,-0.427,-0.898,0.04,-0.01,-0.06,0.05,-0.07,-0.05
2022-12-29 8:20:53.7830,-0.038,-0.427,-0.898,0.09,-0.02,-0.06,0.07,-0.05,-0.04
2022-12-29 8:20:53.7930,-0.038,-0.42,-0.898,0.12,-0.07,-0.05,0.09,-0.02,-0.05
2022-12-29 8:20:53.8030,-0.038,-0.42,-0.897,0.11,-0.12,-0.05,0.09,-0.02,-0.06
2022-12-29 8:20:53.8130,-0.041,-0.427,-0.891,0.15,-0.08,-0.08,0.09,0.01,-0.06
2022-12-29 8:20:53.8230,-0.036,-0.433,-0.883,0.13,-0.01,-0.16,0.11,0.05,-0.05
2022-12-29 8:20:53.8330,-0.031,-0.432,-0.876,0.08,-0.01,-0.22,0.13,0.09,-0.05
2022-12-29 8:20:53.8430,-0.026,-0.43,-0.873,0.05,-0.05,-0.27,0.15,0.12,-0.04
2022-12-29 8:20:53.8530,-0.021,-0.43,-0.874,0.01,-0.06,-0.26,0.14,0.13,-0.04
2022-12-29 8:20:53.8630,-0.018,-0.434,-0.871,-0.01,-0.05,-0.27,0.13,0.15,-0.04
2022-12-29 8:20:53.8730,-0.014,-0.44,-0.873,-0.04,-0.01,-0.28,0.11,0.15,-0.05
2022-12-29 8:20:53.8830,-0.007,-0.447,-0.881,-0.07,0.06,-0.21,0.08,0.15,-0.04
2022-12-29 8:20:53.8930,-0.001,-0.445,-0.888,-0.14,0.07,-0.13,0.06,0.12,-0.03
2022-12-29 8:20:53.9030,0.0,-0.44,-0.889,-0.15,0.01,-0.1,0.02,0.07,-0.02
2022-12-29 8:20:53.9130,0.002,-0.442,-0.888,-0.16,0.01,-0.1,-0.03,0.03,-0.03
2022-12-29 8:20:53.9230,0.003,-0.448,-0.882,-0.17,0.07,-0.14,-0.07,0.02,-0.02
2022-12-29 8:20:53.9330,0.001,-0.448,-0.879,-0.17,0.1,-0.19,-0.1,0.01,-0.02
2022-12-29 8:20:53.9430,-0.006,-0.444,-0.876,-0.12,0.08,-0.22,-0.11,0.0,-0.01
2022-12-29 8:20:53.9530,-0.012,-0.441,-0.877,-0.04,0.05,-0.24,-0.12,0.02,-0.0
2022-12-29 8:20:53.9630,-0.014,-0.44,-0.884,-0.01,0.05,-0.19,-0.13,0.03,0.0
2022-12-29 8:20:53.9720,-0.012,-0.437,-0.887,-0.01,0.04,-0.15,-0.13,0.04,0.0
2022-12-29 8:20:53.9830,-0.009,-0.435,-0.887,-0.04,0.03,-0.15,-0.13,0.05,0.01
2022-12-29 8:20:53.9930,-0.011,-0.435,-0.888,-0.02,0.03,-0.15,-0.12,0.08,0.0
2022-12-29 8:20:54.0020,-0.012,-0.434,-0.895,0.0,0.04,-0.11,-0.11,0.1,-0.0
2022-12-29 8:20:54.0120,-0.015,-0.432,-0.901,0.03,0.03,-0.04,-0.09,0.1,0.0
2022-12-29 8:20:54.0220,-0.013,-0.427,-0.903,0.05,0.0,-0.01,-0.06,0.11,0.02
2022-12-29 8:20:54.0320,-0.005,-0.419,-0.905,-0.02,-0.08,0.0,-0.02,0.11,0.03
2022-12-29 8:20:54.0420,-0.0,-0.413,-0.908,-0.06,-0.14,0.03,0.01,0.1,0.03
2022-12-29 8:20:54.0520,0.01,-0.41,-0.912,-0.13,-0.19,0.07,0.03,0.1,0.03
2022-12-29 8:20:54.0620,0.013,-0.413,-0.918,-0.2,-0.19,0.12,0.03,0.08,0.03
2022-12-29 8:20:54.0720,0.004,-0.421,-0.916,-0.13,-0.12,0.14,0.01,0.07,0.03
2022-12-29 8:20:54.0820,-0.002,-0.425,-0.904,-0.05,-0.05,0.05,-0.0,0.06,0.04
2022-12-29 8:20:54.0920,-0.001,-0.424,-0.89,-0.03,-0.05,-0.09,-0.02,0.06,0.05
2022-12-29 8:20:54.1020,0.0,-0.425,-0.884,-0.05,-0.05,-0.19,-0.03,0.06,0.06
2022-12-29 8:20:54.1120,-0.0,-0.427,-0.893,-0.05,-0.03,-0.16,-0.04,0.05,0.05
2022-12-29 8:20:54.1220,-0.0,-0.431,-0.908,-0.04,0.01,-0.02,-0.06,0.06,0.05
2022-12-29 8:20:54.1320,0.001,-0.432,-0.92,-0.05,0.04,0.11,-0.06,0.05,0.06
2022-12-29 8:20:54.1420,0.0,-0.43,-0.927,-0.05,0.04,0.21,-0.05,0.04,0.07
2022-12-29 8:20:54.1520,0.001,-0.427,-0.921,-0.04,0.01,0.18,-0.01,0.05,0.08
2022-12-29 8:20:54.1620,-0.003,-0.42,-0.916,-0.03,-0.04,0.13,0.03,0.04,0.09
2022-12-29 8:20:54.1720,-0.005,-0.409,-0.905,0.0,-0.14,0.05,0.05,0.04,0.1
2022-12-29 8:20:54.1820,-0.006,-0.406,-0.896,0.02,-0.22,-0.07,0.07,0.04,0.1
2022-12-29 8:20:54.1920,0.001,-0.417,-0.9,-0.01,-0.16,-0.06,0.09,0.05,0.08
2022-12-29 8:20:54.2020,0.008,-0.417,-0.912,-0.1,-0.1,0.03,0.07,0.04,0.05
2022-12-29 8:20:54.2120,-0.002,-0.408,-0.912,-0.06,-0.19,0.11,0.04,0.02,0.02
2022-12-29 8:20:54.2220,-0.012,-0.406,-0.905,0.06,-0.24,0.02,0.02,0.01,-0.0
2022-12-29 8:20:54.2320,-0.016,-0.414,-0.912,0.11,-0.19,0.05,-0.0,0.01,-0.02
2022-12-29 8:20:54.2420,-0.021,-0.419,-0.91,0.16,-0.11,0.09,-0.0,0.01,-0.02
2022-12-29 8:20:54.2510,-0.021,-0.416,-0.9,0.19,-0.12,0.0,0.01,-0.0,-0.01
2022-12-29 8:20:54.2620,-0.015,-0.417,-0.889,0.12,-0.14,-0.09,0.02,-0.0,-0.0
2022-12-29 8:20:54.2710,-0.007,-0.421,-0.891,0.09,-0.09,-0.17,0.04,-0.01,-0.01
2022-12-29 8:20:54.2810,-0.006,-0.42,-0.904,0.0,-0.1,-0.03,0.02,-0.03,-0.03
2022-12-29 8:20:54.2910,-0.024,-0.419,-0.91,0.12,-0.08,0.05,0.0,-0.01,-0.06
2022-12-29 8:20:54.3010,-0.056,-0.399,-0.912,0.46,-0.24,0.09,-0.03,-0.0,-0.11
2022-12-29 8:20:54.3110,-0.017,-0.416,-0.901,0.36,-0.25,0.02,-0.01,0.05,-0.13
2022-12-29 8:20:54.3210,0.018,-0.437,-0.894,-0.12,0.02,-0.07,0.05,0.06,-0.12
